,-118.6682,-118.65110333,-118.63400667,-118.61691,-118.59981333,-118.58271667,-118.56562,-118.54852333,-118.53142667,-118.51433,-118.49723333,-118.48013667,-118.46304,-118.44594333,-118.42884667,-118.41175,-118.39465333,-118.37755667,-118.36046,-118.34336333,-118.32626667,-118.30917,-118.29207333,-118.27497667,-118.25788,-118.24078333,-118.22368667,-118.20659,-118.18949333,-118.17239667,-118.1553
33.7037,4.3665074e-10,1.56376e-09,6.7181e-09,4.0077243e-08,1.3976714e-07,3.795606e-07,9.032583e-07,1.3436908e-06,1.9055641e-06,2.617372e-06,3.554625e-06,6.3783723e-06,8.709647e-06,1.1789466e-05,1.6836455e-05,2.6586991e-05,4.518171e-05,9.057539e-05,0.000308406,0.0021170808,0.1641169,0.3668688,0.40253776,0.35675558,0.2765501,0.14755441,0.038184352,0.002294511,0.00013255984,8.055542e-06,4.5148875e-07
33.72482,4.3818504e-10,1.6737607e-09,7.491038e-09,4.278635e-08,1.3631424e-07,3.5465965e-07,8.137869e-07,1.2059434e-06,1.6860837e-06,2.3114274e-06,3.2116557e-06,5.733556e-06,7.8135845e-06,1.0766173e-05,1.51639615e-05,2.2873042e-05,3.8358972e-05,7.393404e-05,0.00023134318,0.0014041675,0.114910215,0.36345106,0.40928861,0.3693479,0.29328954,0.17233789,0.040485647,0.0030962406,0.00019072514,1.0518855e-05,5.903305e-07
33.74594,4.4925616e-10,1.8278268e-09,8.558836e-09,4.5013838e-08,1.3283613e-07,3.3409745e-07,7.531032e-07,1.09908e-06,1.5471165e-06,2.1158646e-06,3.0336244e-06,5.394434e-06,7.3687197e-06,1.0355807e-05,1.4961307e-05,2.1444805e-05,3.5199108e-05,6.65345e-05,0.00019262124,0.0011333828,0.06626859,0.35692775,0.41426295,0.3810742,0.30340388,0.18769747,0.041659556,0.0038258792,0.00023659106,1.3666006e-05,8.2361913e-07
33.76706,4.674199e-10,2.0672206e-09,1.00641575e-08,4.7137487e-08,1.3146521e-07,3.2393854e-07,7.2846257e-07,1.062181e-06,1.5007945e-06,2.0683458e-06,3.0734577e-06,5.4312136e-06,7.538156e-06,1.0803033e-05,1.5946365e-05,2.3440425e-05,3.596342e-05,6.8555644e-05,0.00019334753,0.001027852,0.03747046,0.3463436,0.41656846,0.39147288,0.3070163,0.16770868,0.039119776,0.004336174,0.00029587303,1.8831854e-05,1.2422146e-06
33.78818,5.1934224e-10,2.449731e-09,1.2179905e-08,4.9946227e-08,1.3543492e-07,3.3086107e-07,7.3810315e-07,1.1386422e-06,1.6014068e-06,2.2289705e-06,3.4214863e-06,6.074435e-06,8.616876e-06,1.2648902e-05,1.912164e-05,2.9060955e-05,4.606208e-05,8.217808e-05,0.000236504,0.0010791065,0.024339756,0.32819572,0.4152477,0.37076482,0.21605629,0.05438584,0.015422003,0.003883709,0.0003843668,2.6980697e-05,1.9216363e-06
33.8093,6.1927563e-10,2.981423e-09,1.5155363e-08,5.4857924e-08,1.5040786e-07,3.6474637e-07,8.115618e-07,1.3826814e-06,1.9506995e-06,2.7513263e-06,4.378498e-06,7.871609e-06,1.1465914e-05,1.7320952e-05,2.6911748e-05,4.2803516e-05,7.083178e-05,0.00012820376,0.00034938863,0.0014893883,0.017036585,0.3011901,0.35808447,0.22136788,0.08737154,0.03428806,0.0073749344,0.0019800304,0.0004400908,3.8928625e-05,3.0566996e-06
33.83042,6.724507e-10,3.5264958e-09,1.888232e-08,6.523342e-08,1.8646345e-07,4.442937e-07,9.969556e-07,1.9499498e-06,2.8317431e-06,4.0662103e-06,6.7229616e-06,1.2381267e-05,1.8609284e-05,2.908835e-05,4.6643654e-05,7.8107245e-05,0.00013561372,0.00026293204,0.0006563716,0.0023003868,0.014385581,0.21123908,0.2177889,0.15599841,0.08734413,0.040502317,0.009337743,0.001083002,0.00029195176,5.310626e-05,4.820385e-06
33.85154,7.5932266e-10,4.1831947e-09,2.1019476e-08,7.745612e-08,2.395097e-07,6.1629623e-07,1.4169103e-06,2.857864e-06,5.1390734e-06,7.5627386e-06,1.3110055e-05,2.4881945e-05,3.8795617e-05,6.319538e-05,0.00010570811,0.00018570943,0.00033987078,0.00065591204,0.0016458294,0.0037934843,0.011480795,0.12556809,0.19379088,0.1623961,0.09908749,0.05067426,0.014363029,0.0015156998,0.00016712303,5.2868818e-05,7.248435e-06
33.87266,8.837276e-10,4.9566413e-09,2.3669328e-08,9.680712e-08,3.0502306e-07,8.32446e-07,2.157512e-06,4.9385862e-06,1.0419107e-05,1.8659965e-05,3.428983e-05,6.74955e-05,0.0001095279,0.00018702494,0.00032828058,0.0006076423,0.0011047033,0.0024402137,0.0046524014,0.00692719,0.014227829,0.12106476,0.20975058,0.1721987,0.11594065,0.06677893,0.023943366,0.003005936,0.00022377471,4.041362e-05,1.0107478e-05
